# Accumulated data for 31_05_2016, 18:34:03
# Column Format: 1 Time [GPS s], 2 Lat [deg], 3 Lon [deg],                            4 Rel Alt [m], 5: Radio Spectrum
# lat0,lon0: 34.6205940,-112.4479370
# Freqs: 137.505,137.51,137.515,137.519,137.524,137.529,137.534,137.539,137.544,137.549,137.554,137.559,137.563,137.568,137.573,137.578,137.583,137.588,137.593,137.598
1148778672.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1148778674.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1148778676.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1148778679.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1148778681.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1148778683.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1148778685.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1148778687.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1148778690.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1148778692.0,34.62073,-112.44841,-0.13,-87.218,-87.053,-87.359,-87.259,-87.155,-87.353,-87.383,-87.445,-87.287,-87.454,-87.658,-87.538,-87.545,-87.516,-87.552,-87.505,-87.731,-87.731,-87.421,-87.223
1148778694.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1148778696.0,34.62073,-112.44841,-0.11,-87.315,-87.255,-87.318,-87.347,-87.345,-87.158,-87.128,-87.124,-87.273,-87.205,-87.739,-87.844,-87.388,-87.418,-87.466,-87.39,-87.878,-87.758,-87.338,-87.482
1148778698.0,34.62072,-112.44842,-0.08,-87.234,-87.079,-87.141,-87.077,-87.178,-87.362,-87.348,-87.279,-87.23,-87.221,-87.371,-87.336,-87.445,-87.478,-87.487,-87.279,-87.257,-87.353,-87.45,-87.267
1148778700.0,34.62072,-112.44842,-0.07,-87.134,-87.123,-87.304,-87.409,-87.908,-87.706,-87.369,-87.437,-87.231,-87.148,-87.181,-87.142,-87.366,-87.525,-87.366,-87.269,-87.355,-87.372,-87.665,-87.761
1148778703.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1148778705.0,34.62072,-112.44842,-0.35,-87.044,-87.26,-87.569,-87.532,-86.973,-86.753,-86.948,-87.313,-87.401,-87.392,-87.319,-87.21,-87.279,-87.315,-87.371,-87.438,-87.402,-87.469,-87.277,-87.109
1148778707.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1148778709.0,34.62072,-112.44842,-0.3,-87.213,-87.197,-86.832,-86.989,-87.42,-87.516,-87.368,-87.276,-87.743,-87.447,-87.354,-87.346,-87.152,-86.835,-86.964,-87.314,-87.455,-87.393,-87.676,-87.416
1148778711.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1148778714.0,34.62072,-112.44842,-0.23,-87.349,-87.223,-87.162,-87.213,-87.305,-87.022,-87.094,-87.289,-87.297,-87.433,-87.346,-87.517,-87.599,-87.453,-87.572,-87.382,-87.567,-87.407,-87.214,-87.446
1148778716.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1148778718.0,34.62072,-112.44842,-0.22,-86.945,-87.213,-87.484,-87.439,-87.572,-87.315,-87.525,-87.362,-87.528,-87.538,-87.077,-87.091,-87.106,-86.987,-86.978,-87.175,-87.553,-87.729,-88.0,-87.634
1148778720.0,34.62072,-112.44842,-0.24,-87.344,-87.081,-87.287,-87.233,-87.279,-87.447,-87.248,-86.95,-87.443,-87.594,-87.094,-87.081,-87.106,-87.423,-87.507,-87.556,-87.446,-87.629,-87.432,-87.404
1148778722.0,34.62072,-112.44842,-0.23,-87.614,-87.315,-87.394,-87.174,-87.284,-87.135,-87.589,-87.711,-87.355,-87.133,-87.107,-87.298,-87.3,-87.321,-87.381,-87.3,-87.042,-87.319,-87.57,-87.599
1148778724.0,34.62072,-112.44842,-0.16,-87.317,-87.559,-87.432,-87.414,-86.884,-87.025,-87.725,-87.414,-87.604,-87.33,-87.337,-87.372,-87.614,-87.494,-87.307,-87.545,-87.525,-87.636,-87.434,-87.537
1148778727.0,34.62072,-112.44842,-0.15,-87.234,-87.11,-86.86,-87.263,-87.181,-87.395,-87.386,-87.365,-87.239,-87.297,-87.133,-86.921,-87.265,-87.333,-87.137,-87.547,-87.639,-87.754,-87.005,-87.213
1148778729.0,34.62072,-112.44842,-0.1,-87.433,-87.342,-87.293,-87.36,-87.308,-86.857,-86.859,-86.978,-87.403,-87.509,-87.097,-87.472,-87.515,-87.507,-87.312,-87.216,-87.233,-87.299,-87.201,-87.496
1148778731.0,34.62072,-112.44842,-0.01,-87.364,-87.347,-87.285,-87.469,-87.632,-87.57,-87.24,-87.071,-87.216,-87.391,-87.574,-87.46,-87.346,-87.275,-87.117,-87.329,-87.743,-87.53,-87.493,-87.381
1148778733.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1148778736.0,34.62072,-112.44842,-0.16,-87.409,-87.281,-87.451,-87.132,-87.048,-87.162,-87.439,-87.63,-87.386,-87.166,-87.075,-87.359,-87.563,-87.377,-87.339,-87.386,-87.079,-87.286,-87.36,-87.48
1148778738.0,34.62072,-112.44842,-0.2,-87.022,-87.235,-87.178,-87.288,-87.546,-87.419,-87.462,-87.254,-87.112,-87.153,-87.591,-87.064,-86.911,-87.136,-87.427,-87.487,-87.552,-87.617,-87.307,-87.328
1148778740.0,34.62072,-112.44842,-0.16,-87.43,-87.457,-87.4,-87.315,-87.132,-87.258,-87.403,-87.169,-87.247,-87.518,-87.342,-87.162,-87.114,-86.987,-87.201,-87.245,-87.288,-87.671,-87.712,-87.344
1148778742.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1148778744.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1148778747.0,34.62072,-112.44842,-0.33,-87.041,-86.925,-87.054,-87.392,-87.596,-87.387,-87.351,-87.347,-87.4,-87.546,-87.604,-87.378,-87.618,-87.158,-87.267,-87.516,-87.476,-87.55,-87.581,-87.618
