Adj Seconds,Voltage
0.000000000000000,5.33766
0.000000000234375,5.33615
0.000000000468750,5.33490
0.000000000703125,5.33414
0.000000000937500,5.33364
0.000000001171875,5.33314
0.000000001406250,5.33314
0.000000001640625,5.33339
0.000000001875000,5.33414
0.000000002109375,5.33490
0.000000002343750,5.33590
0.000000002578125,5.33691
0.000000002812500,5.33791
0.000000003046875,5.33917
0.000000003281250,5.34043
0.000000003515625,5.34168
0.000000003750000,5.34269
0.000000003984375,5.34394
0.000000004218750,5.34520
0.000000004453125,5.34646
0.000000004687500,5.34771
0.000000004921875,5.34922
0.000000005156250,5.35073
0.000000005390625,5.35198
0.000000005625000,5.35324
0.000000005859375,5.35424
0.000000006093750,5.35525
0.000000006328125,5.35525
0.000000006562500,5.35525
0.000000006796875,5.35475
0.000000007031250,5.35399
0.000000007265625,5.35299
0.000000007500000,5.35198
0.000000007734375,5.35073
0.000000007968750,5.34947
0.000000008203125,5.34796
0.000000008437500,5.34620
0.000000008671875,5.34444
0.000000008906250,5.34243
0.000000009140625,5.34043
0.000000009375000,5.33841
0.000000009609375,5.33640
0.000000009843750,5.33490
0.000000010078125,5.33314
0.000000010312500,5.33213
0.000000010546875,5.33138
0.000000010781250,5.33088
0.000000011015625,5.33063
0.000000011250000,5.33063
0.000000011484375,5.33113
0.000000011718750,5.33163
0.000000011953125,5.33238
0.000000012187500,5.33314
0.000000012421875,5.33414
0.000000012656250,5.33515
0.000000012890625,5.33640
0.000000013125000,5.33791
0.000000013359375,5.33942
0.000000013593750,5.34118
0.000000013828125,5.34294
0.000000014062500,5.34495
0.000000014296875,5.34696
0.000000014531250,5.34897
0.000000014765625,5.35123
0.000000015000000,5.35299
0.000000015234375,5.35475
0.000000015468750,5.35651
0.000000015703125,5.35776
0.000000015937500,5.35877
0.000000016171875,5.35952
0.000000016406250,5.36002
0.000000016640625,5.36002
0.000000016875000,5.35977
0.000000017109375,5.35927
0.000000017343750,5.35826
0.000000017578125,5.35701
0.000000017812500,5.35550
0.000000018046875,5.35374
0.000000018281250,5.35173
0.000000018515625,5.34947
0.000000018750000,5.34771
0.000000018984375,5.34570
0.000000019218750,5.34394
0.000000019453125,5.34218
0.000000019687500,5.34093
0.000000019921875,5.33942
0.000000020156250,5.33841
0.000000020390625,5.33741
0.000000020625000,5.33666
0.000000020859375,5.33590
0.000000021093750,5.33515
0.000000021328125,5.33490
0.000000021562500,5.33490
0.000000021796875,5.33490
0.000000022031250,5.33515
0.000000022265625,5.33590
0.000000022500000,5.33666
0.000000022734375,5.33741
0.000000022968750,5.33841
0.000000023203125,5.33967
0.000000023437500,5.34093
0.000000023671875,5.34243
0.000000023906250,5.34394
0.000000024140625,5.34570
0.000000024375000,5.34721
0.000000024609375,5.34897
0.000000024843750,5.35048
0.000000025078125,5.35198
0.000000025312500,5.35274
0.000000025546875,5.35374
0.000000025781250,5.35424
0.000000026015625,5.35450
0.000000026250000,5.35450
0.000000026484375,5.35399
0.000000026718750,5.35324
0.000000026953125,5.35223
0.000000027187500,5.35123
0.000000027421875,5.34947
0.000000027656250,5.34796
0.000000027890625,5.34620
0.000000028125000,5.34470
0.000000028359375,5.34294
0.000000028593750,5.34168
0.000000028828125,5.34043
0.000000029062500,5.33967
0.000000029296875,5.33892
0.000000029531250,5.33816
0.000000029765625,5.33741
0.000000030000000,5.33691
0.000000030234375,5.33640
0.000000030468750,5.33615
0.000000030703125,5.33615
0.000000030937500,5.33640
0.000000031171875,5.33716
0.000000031406250,5.33791
0.000000031640625,5.33917
0.000000031875000,5.34068
0.000000032109375,5.34193
0.000000032343750,5.34319
0.000000032578125,5.34470
0.000000032812500,5.34570
0.000000033046875,5.34721
0.000000033281250,5.34846
0.000000033515625,5.34972
0.000000033750000,5.35123
0.000000033984375,5.35249
0.000000034218750,5.35349
0.000000034453125,5.35450
0.000000034687500,5.35500
0.000000034921875,5.35550
0.000000035156250,5.35600
0.000000035390625,5.35600
0.000000035625000,5.35575
0.000000035859375,5.35550
0.000000036093750,5.35500
0.000000036328125,5.35399
0.000000036562500,5.35324
0.000000036796875,5.35148
0.000000037031250,5.34972
0.000000037265625,5.34796
0.000000037500000,5.34595
0.000000037734375,5.34394
0.000000037968750,5.34193
0.000000038203125,5.33967
0.000000038437500,5.33791
0.000000038671875,5.33590
0.000000038906250,5.33414
0.000000039140625,5.33289
0.000000039375000,5.33188
0.000000039609375,5.33113
0.000000039843750,5.33063
0.000000040078125,5.33063
0.000000040312500,5.33063
0.000000040546875,5.33113
0.000000040781250,5.33188
0.000000041015625,5.33264
0.000000041250000,5.33339
0.000000041484375,5.33439
0.000000041718750,5.33565
0.000000041953125,5.33691
0.000000042187500,5.33841
0.000000042421875,5.34017
0.000000042656250,5.34168
0.000000042890625,5.34369
0.000000043125000,5.34570
0.000000043359375,5.34771
0.000000043593750,5.34947
0.000000043828125,5.35123
0.000000044062500,5.35274
0.000000044296875,5.35424
0.000000044531250,5.35575
0.000000044765625,5.35701
0.000000045000000,5.35776
0.000000045234375,5.35852
0.000000045468750,5.35877
0.000000045703125,5.35826
0.000000045937500,5.35776
0.000000046171875,5.35651
0.000000046406250,5.35500
0.000000046640625,5.35324
0.000000046875000,5.35098
0.000000047109375,5.34897
0.000000047343750,5.34696
0.000000047578125,5.34495
0.000000047812500,5.34319
0.000000048046875,5.34093
0.000000048281250,5.33917
0.000000048515625,5.33741
0.000000048750000,5.33565
0.000000048984375,5.33414
0.000000049218750,5.33264
0.000000049453125,5.33138
0.000000049687500,5.33012
0.000000049921875,5.32912
0.000000050156250,5.32811
0.000000050390625,5.32761
0.000000050625000,5.32736
0.000000050859375,5.32736
0.000000051093750,5.32761
0.000000051328125,5.32811
0.000000051562500,5.32862
0.000000051796875,5.32937
0.000000052031250,5.33063
0.000000052265625,5.33188
0.000000052500000,5.33289
0.000000052734375,5.33439
0.000000052968750,5.33615
0.000000053203125,5.33816
0.000000053437500,5.34017
0.000000053671875,5.34269
0.000000053906250,5.34545
0.000000054140625,5.34796
0.000000054375000,5.35073
0.000000054609375,5.35324
0.000000054843750,5.35575
0.000000055078125,5.35801
0.000000055312500,5.35977
0.000000055546875,5.36128
0.000000055781250,5.36254
0.000000056015625,5.36304
0.000000056250000,5.36354
0.000000056484375,5.36354
0.000000056718750,5.36329
0.000000056953125,5.36254
0.000000057187500,5.36153
0.000000057421875,5.36002
0.000000057656250,5.35826
0.000000057890625,5.35600
0.000000058125000,5.35374
0.000000058359375,5.35073
0.000000058593750,5.34771
0.000000058828125,5.34495
0.000000059062500,5.34218
0.000000059296875,5.33917
0.000000059531250,5.33640
0.000000059765625,5.33389
0.000000060000000,5.33113
0.000000060234375,5.32887
0.000000060468750,5.32661
0.000000060703125,5.32485
0.000000060937500,5.32334
0.000000061171875,5.32259
0.000000061406250,5.32233
0.000000061640625,5.32284
0.000000061875000,5.32384
0.000000062109375,5.32535
0.000000062343750,5.32711
0.000000062578125,5.32937
0.000000062812500,5.33188
0.000000063046875,5.33465
0.000000063281250,5.33741
0.000000063515625,5.34043
0.000000063750000,5.34319
0.000000063984375,5.34620
0.000000064218750,5.34922
0.000000064453125,5.35223
0.000000064687500,5.35525
0.000000064921875,5.35826
0.000000065156250,5.36078
0.000000065390625,5.36304
0.000000065625000,5.36505
0.000000065859375,5.36630
0.000000066093750,5.36756
0.000000066328125,5.36806
0.000000066562500,5.36806
0.000000066796875,5.36831
0.000000067031250,5.36781
0.000000067265625,5.36706
0.000000067500000,5.36605
0.000000067734375,5.36429
0.000000067968750,5.36203
0.000000068203125,5.35902
0.000000068437500,5.35550
0.000000068671875,5.35148
0.000000068906250,5.34696
0.000000069140625,5.34269
0.000000069375000,5.33816
0.000000069609375,5.33389
0.000000069843750,5.33012
0.000000070078125,5.32686
0.000000070312500,5.32384
0.000000070546875,5.32108
0.000000070781250,5.31907
0.000000071015625,5.31706
0.000000071250000,5.31580
0.000000071484375,5.31480
0.000000071718750,5.31429
0.000000071953125,5.31455
0.000000072187500,5.31505
0.000000072421875,5.31630
0.000000072656250,5.31806
0.000000072890625,5.32058
0.000000073125000,5.32359
0.000000073359375,5.32711
0.000000073593750,5.33113
0.000000073828125,5.33515
0.000000074062500,5.33942
0.000000074296875,5.34419
0.000000074531250,5.34872
0.000000074765625,5.35349
0.000000075000000,5.35801
0.000000075234375,5.36203
0.000000075468750,5.36580
0.000000075703125,5.36932
0.000000075937500,5.37233
0.000000076171875,5.37485
0.000000076406250,5.37686
0.000000076640625,5.37836
0.000000076875000,5.37912
0.000000077109375,5.37937
0.000000077343750,5.37912
0.000000077578125,5.37786
0.000000077812500,5.37610
0.000000078046875,5.37334
0.000000078281250,5.37032
0.000000078515625,5.36656
0.000000078750000,5.36203
0.000000078984375,5.35751
0.000000079218750,5.35249
0.000000079453125,5.34721
0.000000079687500,5.34193
0.000000079921875,5.33640
0.000000080156250,5.33138
0.000000080390625,5.32661
0.000000080625000,5.32208
0.000000080859375,5.31806
0.000000081093750,5.31429
0.000000081328125,5.31103
0.000000081562500,5.30852
0.000000081796875,5.30625
0.000000082031250,5.30500
0.000000082265625,5.30450
0.000000082500000,5.30450
0.000000082734375,5.30550
0.000000082968750,5.30726
0.000000083203125,5.31002
0.000000083437500,5.31329
0.000000083671875,5.31731
0.000000083906250,5.32183
0.000000084140625,5.32686
0.000000084375000,5.33213
0.000000084609375,5.33741
0.000000084843750,5.34243
