Adj Seconds,Voltage
0.000000085078125,5.34771
0.000000085312500,5.35249
0.000000085546875,5.35751
0.000000085781250,5.36203
0.000000086015625,5.36656
0.000000086250000,5.37083
0.000000086484375,5.37460
0.000000086718750,5.37786
0.000000086953125,5.38063
0.000000087187500,5.38238
0.000000087421875,5.38339
0.000000087656250,5.38364
0.000000087890625,5.38289
0.000000088125000,5.38113
0.000000088359375,5.37862
0.000000088593750,5.37585
0.000000088828125,5.37183
0.000000089062500,5.36806
0.000000089296875,5.36329
0.000000089531250,5.35776
0.000000089765625,5.35223
0.000000090000000,5.34620
0.000000090234375,5.34017
0.000000090468750,5.33389
0.000000090703125,5.32761
0.000000090937500,5.32208
0.000000091171875,5.31706
0.000000091406250,5.31279
0.000000091640625,5.30902
0.000000091875000,5.30625
0.000000092109375,5.30424
0.000000092343750,5.30299
0.000000092578125,5.30274
0.000000092812500,5.30274
0.000000093046875,5.30399
0.000000093281250,5.30575
0.000000093515625,5.30826
0.000000093750000,5.31178
0.000000093984375,5.31580
0.000000094218750,5.32058
0.000000094453125,5.32585
0.000000094687500,5.33138
0.000000094921875,5.33741
0.000000095156250,5.34344
0.000000095390625,5.34922
0.000000095625000,5.35500
0.000000095859375,5.36078
0.000000096093750,5.36580
0.000000096328125,5.37108
0.000000096562500,5.37560
0.000000096796875,5.37987
0.000000097031250,5.38364
0.000000097265625,5.38691
0.000000097500000,5.38917
0.000000097734375,5.39093
0.000000097968750,5.39143
0.000000098203125,5.39068
0.000000098437500,5.38917
0.000000098671875,5.38640
0.000000098906250,5.38289
0.000000099140625,5.37887
0.000000099375000,5.37409
0.000000099609375,5.36857
0.000000099843750,5.36279
0.000000100078125,5.35676
0.000000100312500,5.34997
0.000000100546875,5.34294
0.000000100781250,5.33615
0.000000101015625,5.32937
0.000000101250000,5.32284
0.000000101484375,5.31656
0.000000101718750,5.31103
0.000000101953125,5.30600
0.000000102187500,5.30198
0.000000102421875,5.29847
0.000000102656250,5.29620
0.000000102890625,5.29470
0.000000103125000,5.29419
0.000000103359375,5.29520
0.000000103593750,5.29721
0.000000103828125,5.30048
0.000000104062500,5.30450
0.000000104296875,5.30952
0.000000104531250,5.31505
0.000000104765625,5.32133
0.000000105000000,5.32761
0.000000105234375,5.33414
0.000000105468750,5.34068
0.000000105703125,5.34721
0.000000105937500,5.35374
0.000000106171875,5.36002
0.000000106406250,5.36580
0.000000106640625,5.37133
0.000000106875000,5.37635
0.000000107109375,5.38088
0.000000107343750,5.38465
0.000000107578125,5.38791
0.000000107812500,5.38992
0.000000108046875,5.39118
0.000000108281250,5.39143
0.000000108515625,5.39068
0.000000108750000,5.38917
0.000000108984375,5.38666
0.000000109218750,5.38339
0.000000109453125,5.37937
0.000000109687500,5.37460
0.000000109921875,5.36932
0.000000110156250,5.36304
0.000000110390625,5.35651
0.000000110625000,5.34972
0.000000110859375,5.34294
0.000000111093750,5.33590
0.000000111328125,5.32912
0.000000111562500,5.32284
0.000000111796875,5.31681
0.000000112031250,5.31153
0.000000112265625,5.30726
0.000000112500000,5.30349
0.000000112734375,5.30098
0.000000112968750,5.29922
0.000000113203125,5.29821
0.000000113437500,5.29796
0.000000113671875,5.29821
0.000000113906250,5.29947
0.000000114140625,5.30148
0.000000114375000,5.30424
0.000000114609375,5.30776
0.000000114843750,5.31203
0.000000115078125,5.31681
0.000000115312500,5.32233
0.000000115546875,5.32862
0.000000115781250,5.33515
0.000000116015625,5.34168
0.000000116250000,5.34846
0.000000116484375,5.35500
0.000000116718750,5.36128
0.000000116953125,5.36731
0.000000117187500,5.37259
0.000000117421875,5.37711
0.000000117656250,5.38113
0.000000117890625,5.38414
0.000000118125000,5.38615
0.000000118359375,5.38741
0.000000118593750,5.38766
0.000000118828125,5.38716
0.000000119062500,5.38590
0.000000119296875,5.38339
0.000000119531250,5.38063
0.000000119765625,5.37711
0.000000120000000,5.37284
0.000000120234375,5.36806
0.000000120468750,5.36279
0.000000120703125,5.35726
0.000000120937500,5.35148
0.000000121171875,5.34520
0.000000121406250,5.33892
0.000000121640625,5.33264
0.000000121875000,5.32661
0.000000122109375,5.32083
0.000000122343750,5.31580
0.000000122578125,5.31153
0.000000122812500,5.30801
0.000000123046875,5.30500
0.000000123281250,5.30324
0.000000123515625,5.30198
0.000000123750000,5.30148
0.000000123984375,5.30173
0.000000124218750,5.30274
0.000000124453125,5.30450
0.000000124687500,5.30701
0.000000124921875,5.31078
0.000000125156250,5.31505
0.000000125390625,5.32032
0.000000125625000,5.32610
0.000000125859375,5.33188
0.000000126093750,5.33791
0.000000126328125,5.34369
0.000000126562500,5.34897
0.000000126796875,5.35424
0.000000127031250,5.35927
0.000000127265625,5.36404
0.000000127500000,5.36831
0.000000127734375,5.37233
0.000000127968750,5.37585
0.000000128203125,5.37912
0.000000128437500,5.38188
0.000000128671875,5.38414
0.000000128906250,5.38615
0.000000129140625,5.38791
0.000000129375000,5.38942
0.000000129609375,5.39068
0.000000129843750,5.39143
0.000000130078125,5.39168
0.000000130312500,5.39143
0.000000130546875,5.38992
0.000000130781250,5.38716
0.000000131015625,5.38339
0.000000131250000,5.37811
0.000000131484375,5.37108
0.000000131718750,5.36279
0.000000131953125,5.35324
0.000000132187500,5.34294
0.000000132421875,5.33163
0.000000132656250,5.32032
0.000000132890625,5.30902
0.000000133125000,5.29897
0.000000133359375,5.28992
0.000000133593750,5.28289
0.000000133828125,5.27786
0.000000134062500,5.27535
0.000000134296875,5.27535
0.000000134531250,5.27786
0.000000134765625,5.28238
0.000000135000000,5.28867
0.000000135234375,5.29645
0.000000135468750,5.30500
0.000000135703125,5.31404
0.000000135937500,5.32284
0.000000136171875,5.33113
0.000000136406250,5.33867
0.000000136640625,5.34495
0.000000136875000,5.34997
0.000000137109375,5.35399
0.000000137343750,5.35726
0.000000137578125,5.36002
0.000000137812500,5.36254
0.000000138046875,5.36530
0.000000138281250,5.36831
0.000000138515625,5.37158
0.000000138750000,5.37510
0.000000138984375,5.37836
0.000000139218750,5.38138
0.000000139453125,5.38339
0.000000139687500,5.38439
0.000000139921875,5.38364
0.000000140156250,5.38113
0.000000140390625,5.37610
0.000000140625000,5.36907
0.000000140859375,5.36002
0.000000141093750,5.34972
0.000000141328125,5.33816
0.000000141562500,5.32686
0.000000141796875,5.31605
0.000000142031250,5.30726
0.000000142265625,5.30073
0.000000142500000,5.29696
0.000000142734375,5.29620
0.000000142968750,5.29847
0.000000143203125,5.30299
0.000000143437500,5.30977
0.000000143671875,5.31806
0.000000143906250,5.32711
0.000000144140625,5.33640
0.000000144375000,5.34520
0.000000144609375,5.35299
0.000000144843750,5.35927
0.000000145078125,5.36404
0.000000145312500,5.36706
0.000000145546875,5.36831
0.000000145781250,5.36806
0.000000146015625,5.36630
0.000000146250000,5.36379
0.000000146484375,5.36053
0.000000146718750,5.35701
0.000000146953125,5.35324
0.000000147187500,5.34997
0.000000147421875,5.34671
0.000000147656250,5.34419
0.000000147890625,5.34193
0.000000148125000,5.34017
0.000000148359375,5.33917
0.000000148593750,5.33841
0.000000148828125,5.33816
0.000000149062500,5.33841
0.000000149296875,5.33942
0.000000149531250,5.34118
0.000000149765625,5.34344
